DEPTH	SP	GR	CALI	BitSize	LL8	ILM	ILD	RHOB	NPHI	DT	PHIX	RHOMAT	MBVI	MPHI
4216.5	-22.5942	82.8513	10.8168	10	0.6578	0.7155	0.7152	2.2778	0.426267	40	0.3434139	2.893824	-999.25	-999.25
4217	-23.375	83.558	10.761	10	0.657	0.718	0.716	2.272	0.41265	40	0.3481367	2.897923	-999.25	-999.25
4217.5	-23.5213	81.303	10.7697	10	0.6762	0.7238	0.717	2.267	0.405143	40	0.3515083	2.899561	-999.25	-999.25
4218	-24.563	83.268	10.778	10	0.697	0.728	0.717	2.262	0.38656	40	0.342873	2.868304	-999.25	-999.25
4218.5	-24.8338	84.637	10.7845	10	0.6823	0.732	0.7175	2.264	0.406313	40	0.3520888	2.896542	-999.25	-999.25
4219	-24.313	87.247	10.817	10	0.659	0.732	0.715	2.259	0.40433	40	0.3530168	2.891391	-999.25	-999.25
4219.5	-24.8442	84.7785	10.8357	10	0.6372	0.7292	0.713	2.2622	0.401593	40	0.3525794	2.895124	-999.25	-999.25
4220	-24.375	85.431	10.819	10	0.643	0.725	0.713	2.268	0.39896	40	0.3513154	2.900567	-999.25	-999.25
4220.5	-24.4588	81.253	10.837	10	0.7377	0.7195	0.712	2.2758	0.381687	40	0.3364733	2.872046	-999.25	-999.25
4221	-24.563	77.318	10.847	10	0.781	0.717	0.712	2.265	0.36047	40	0.3201764	2.81368	-999.25	-999.25
4221.5	-24.8125	72.7703	10.8615	10	0.8097	0.7152	0.7122	2.2467	0.36991	40	0.3349308	2.824182	-999.25	-999.25
4222	-25.125	72.467	10.879	10	0.698	0.716	0.713	2.25	0.38196	40	0.3490883	2.866753	-999.25	-999.25
4222.5	-25.0522	79.6727	10.8212	10	0.6793	0.7223	0.7155	2.2548	0.407615	40	0.3533864	2.88592	-999.25	-999.25
4223	-23.438	82.401	10.787	10	0.676	0.729	0.718	2.264	0.42474	40	0.3495054	2.889408	-999.25	-999.25
4223.5	-23.2292	85.8523	10.5603	10	0.6817	0.7365	0.7197	2.2703	0.443677	40	0.3507607	2.902571	-999.25	-999.25
4224	-22.5	84.944	10.572	10	0.67	0.739	0.718	2.282	0.45671	40	0.3476597	2.911938	-999.25	-999.25
4224.5	-22.5625	81.136	10.629	10	0.6428	0.7345	0.7123	2.2802	0.419907	40	0.3435212	2.897773	-999.25	-999.25
4225	-23.5	75.081	10.674	10	0.637	0.727	0.709	2.281	0.40679	40	0.3410778	2.892321	-999.25	-999.25
4225.5	-24.813	69.168	10.6798	10	0.7225	0.7142	0.7042	2.2547	0.397312	40	0.353649	2.886491	-999.25	-999.25
4226	-26.688	68.058	10.744	10	0.77	0.705	0.7	2.243	0.38727	40	0.3546303	2.871078	-999.25	-999.25
4226.5	-26.1355	72.4422	10.8047	10	0.7622	0.6952	0.698	2.2437	0.372543	40	0.3361767	2.822898	-999.25	-999.25
4227	-27.438	76.983	10.893	10	0.668	0.691	0.698	2.262	0.35991	40	0.3206097	2.810357	-999.25	-999.25
4227.5	-24.4272	79.8842	10.6718	10	0.6382	0.6933	0.7048	2.276	0.376268	40	0.3339816	2.865717	-999.25	-999.25
4228	-23.438	81.07	10.581	10	0.689	0.7	0.714	2.276	0.37456	40	0.3227039	2.836316	-999.25	-999.25
4228.5	-24.0005	79.3547	10.5505	10	0.7292	0.7182	0.7243	2.2683	0.37231	40	0.3276187	2.837556	-999.25	-999.25
4229	-23.688	78.648	10.523	10	0.755	0.734	0.731	2.275	0.36766	40	0.3246648	2.839877	-999.25	-999.25
4229.5	-23.5733	78.6063	10.583	10	0.7405	0.7545	0.7402	2.2805	0.370515	40	0.3213598	2.839508	-999.25	-999.25
4230	-23.625	82.643	10.618	10	0.733	0.767	0.746	2.288	0.37084	40	0.3212506	2.850278	-999.25	-999.25
4230.5	-23.4583	84.2763	10.514	10	0.7333	0.7777	0.7527	2.2827	0.367663	40	0.3203332	2.840117	-999.25	-999.25
4231	-23.875	83.323	10.429	10	0.725	0.781	0.756	2.281	0.38588	40	0.3373125	2.882137	-999.25	-999.25
4231.5	-23.5005	78.3858	10.4253	10	0.6968	0.778	0.7545	2.2902	0.394283	40	0.3393258	2.901493	-999.25	-999.25
4232	-22.563	80.095	10.427	10	0.681	0.773	0.752	2.306	0.40375	40	0.3377654	2.921107	-999.25	-999.25
4232.5	-22.7505	79.4107	10.5018	10	0.6942	0.7622	0.7425	2.3125	0.379955	40	0.3249556	2.896178	-999.25	-999.25
4233	-23.063	78.764	10.521	10	0.76	0.753	0.73	2.31	0.35473	40	0.3071509	2.846412	-999.25	-999.25
4233.5	-21.49	74.6875	10.4375	10	0.8103	0.7352	0.705	2.3107	0.344282	40	0.3099153	2.854422	-999.25	-999.25
4234	-23	74.89	10.455	10	0.792	0.721	0.69	2.314	0.34829	40	0.3089968	2.856866	-999.25	-999.25
4234.5	-20.3438	75.204	10.4972	10	0.6635	0.6975	0.68	2.3033	0.374047	40	0.3152705	2.857336	-999.25	-999.25
4235	-20.813	76.169	10.513	10	0.631	0.68	0.675	2.295	0.37708	40	0.3322208	2.889514	-999.25	-999.25
4235.5	-22.8542	74.806	10.5532	10	0.6528	0.6613	0.6722	2.2648	0.361465	40	0.3237295	2.822388	-999.25	-999.25
4236	-25.875	74.301	10.619	10	0.677	0.653	0.673	2.249	0.35734	40	0.3220419	2.794795	-999.25	-999.25
4236.5	-26.3755	74.1237	10.645	10	0.6713	0.6583	0.677	2.2468	0.368503	40	0.3342683	2.822616	-999.25	-999.25
4237	-25.438	74.527	10.63	10	0.663	0.67	0.682	2.266	0.38227	40	0.3408588	2.868969	-999.25	-999.25
4237.5	-23.9688	82.5113	10.4943	10	0.6913	0.6992	0.6983	2.2793	0.385892	40	0.3375586	2.880233	-999.25	-999.25
4238	-21.938	85.193	10.406	10	0.713	0.725	0.715	2.281	0.37885	40	0.3345452	2.874726	-999.25	-999.25
4238.5	-22.3233	89.9753	10.4145	10	0.7268	0.7593	0.7318	2.2702	0.391027	40	0.3508394	2.902636	-999.25	-999.25
4239	-23	87.852	10.477	10	0.731	0.781	0.746	2.266	0.40451	40	0.3517349	2.898647	-999.25	-999.25
4239.5	-22.2297	88.5383	10.5268	10	0.7292	0.7983	0.764	2.2643	0.416917	40	0.3491428	2.888872	-999.25	-999.25
4240	-23.063	86.52	10.531	10	0.76	0.805	0.774	2.271	0.40775	40	0.3506309	2.903289	-999.25	-999.25
4240.5	-21.6875	84.534	10.5665	10	0.778	0.8043	0.7805	2.2857	0.391727	40	0.3401476	2.896917	-999.25	-999.25
4241	-21.375	80.944	10.519	10	0.778	0.801	0.783	2.294	0.37996	40	0.3336745	2.891917	-999.25	-999.25
4241.5	-20.6042	81.2552	10.5403	10	0.7683	0.7965	0.7848	2.3025	0.361862	40	0.3078145	2.837251	-999.25	-999.25
4242	-19.875	80.391	10.522	10	0.76	0.794	0.784	2.305	0.36077	40	0.3075588	2.84022	-999.25	-999.25
4242.5	-20.0522	81.954	10.4345	10	0.7855	0.7917	0.7802	2.3078	0.358677	40	0.3072857	2.843576	-999.25	-999.25
4243	-20.313	79.734	10.452	10	0.778	0.79	0.776	2.302	0.37331	40	0.3149835	2.854702	-999.25	-999.25
4243.5	-21.188	83.253	10.445	10	0.7208	0.7852	0.7687	2.2918	0.376758	40	0.3323443	2.885052	-999.25	-999.25
4244	-21.813	82.648	10.41	10	0.695	0.781	0.762	2.286	0.3842	40	0.3361301	2.886495	-999.25	-999.25
4244.5	-22.2292	84.225	10.4223	10	0.7017	0.7738	0.7487	2.2825	0.382467	40	0.3358949	2.880592	-999.25	-999.25
4245	-22.125	83.975	10.439	10	0.72	0.768	0.737	2.285	0.3952	40	0.340211	2.896029	-999.25	-999.25
4245.5	-22.9583	81.8348	10.506	10	0.7028	0.757	0.7168	2.2745	0.39629	40	0.3495952	2.905799	-999.25	-999.25
4246	-23.375	80.824	10.521	10	0.687	0.747	0.701	2.267	0.40399	40	0.3515245	2.899605	-999.25	-999.25
4246.5	-24.2083	78.4382	10.4502	10	0.6627	0.726	0.6715	2.2605	0.378685	40	0.3396968	2.857526	-999.25	-999.25
4247	-24.625	81.264	10.441	10	0.666	0.706	0.644	2.263	0.38966	40	0.3521706	2.895226	-999.25	-999.25
4247.5	-24.5422	80.9577	10.429	10	0.6748	0.6657	0.5888	2.259	0.38925	40	0.3527548	2.890666	-999.25	-999.25
4248	-25.688	77.261	10.429	10	0.669	0.629	0.553	2.254	0.3962	40	0.353653	2.885419	-999.25	-999.25
4248.5	-25.8755	69.5377	10.4542	10	0.6258	0.567	0.5118	2.2413	0.381397	40	0.3495293	2.854575	-999.25	-999.25
4249	-28.063	65.436	10.47	10	0.585	0.522	0.486	2.223	0.37858	40	0.3539197	2.838174	-999.25	-999.25
4249.5	-33.0317	65.2652	10.4362	10	0.4938	0.468	0.458	2.186	0.407412	40	0.3699595	2.823699	-999.25	-999.25
4250	-36	67.441	10.462	10	0.423	0.438	0.443	2.151	0.42817	40	0.3783667	2.790707	-999.25	-999.25
4250.5	-43.2713	65.8845	10.409	10	0.4075	0.417	0.4308	2.1257	0.42587	40	0.3851445	2.768197	-999.25	-999.25
4251	-43.688	64.977	10.309	10	0.45	0.412	0.425	2.129	0.40107	40	0.3835055	2.769115	-999.25	-999.25
4251.5	-43.8963	63.7223	10.2828	10	0.5353	0.4217	0.4193	2.1645	0.37739	40	0.3667427	2.780991	-999.25	-999.25
4252	-40.563	66.649	10.267	10	0.597	0.435	0.416	2.192	0.36624	40	0.3465701	2.771182	-999.25	-999.25
4252.5	-35.6567	71.5952	10.2185	10	0.6143	0.4533	0.415	2.2087	0.38428	40	0.3568615	2.82389	-999.25	-999.25
4253	-35.5	75.741	10.216	10	0.626	0.46	0.415	2.207	0.37648	40	0.3532563	2.811652	-999.25	-999.25
4253.5	-34.0108	73.844	10.2423	10	0.597	0.4502	0.4162	2.2003	0.38839	40	0.3683604	2.841974	-999.25	-999.25
4254	-34.375	72.229	10.124	10	0.512	0.436	0.417	2.167	0.39144	40	0.3792921	2.819005	-999.25	-999.25
4254.5	-36.938	66.7935	10.0987	10	0.4105	0.415	0.4208	2.1297	0.428122	40	0.385072	2.774505	-999.25	-999.25
4255	-38.813	66.526	10.062	10	0.373	0.405	0.425	2.118	0.43293	40	0.3886285	2.765109	-999.25	-999.25
4255.5	-39.8647	66.584	9.9785	10	0.4395	0.41	0.4357	2.1443	0.415048	40	0.3843687	2.796308	-999.25	-999.25
4256	-37.938	66.584	10.011	10	0.507	0.425	0.449	2.181	0.39469	40	0.3707904	2.818028	-999.25	-999.25
4256.5	-34.6775	69.8908	10.1393	10	0.5638	0.4683	0.4742	2.2307	0.389015	40	0.3533798	2.848631	-999.25	-999.25
4257	-28.375	72.71	10.166	10	0.588	0.51	0.495	2.264	0.39384	40	0.3520933	2.896555	-999.25	-999.25
4257.5	-22.6458	77.7762	10.1592	10	0.5958	0.5743	0.5323	2.269	0.394083	40	0.3510576	2.901393	-999.25	-999.25
4258	-20.875	79.492	10.145	10	0.62	0.616	0.564	2.269	0.3902	40	0.343077	2.879508	-999.25	-999.25
4258.5	-20.6563	78.4403	10.1468	10	0.6615	0.6497	0.5905	2.27	0.37899	40	0.3395086	2.871408	-999.25	-999.25
4259	-20.813	78.642	10.156	10	0.669	0.658	0.603	2.265	0.38274	40	0.3411019	2.868103	-999.25	-999.25
4259.5	-21.688	79.4698	10.3825	10	0.6015	0.6497	0.6105	2.2598	0.385717	40	0.3427431	2.864607	-999.25	-999.25
4260	-21.688	81.189	10.595	10	0.589	0.638	0.608	2.259	0.42595	40	0.3497489	2.882388	-999.25	-999.25
4260.5	-23.0422	78.202	10.5972	10	0.6293	0.621	0.604	2.2487	0.411518	40	0.3539722	2.878097	-999.25	-999.25
4261	-25.438	76.587	10.228	10	0.666	0.611	0.604	2.242	0.41641	40	0.3581324	2.879183	-999.25	-999.25
4261.5	-27.5208	71.9607	10.1918	10	0.676	0.601	0.6013	2.2317	0.377485	40	0.3486964	2.837592	-999.25	-999.25
4262	-28.875	70.889	10.301	10	0.661	0.596	0.598	2.23	0.38271	40	0.3512856	2.841907	-999.25	-999.25
4262.5	-29.9897	67.7543	10.7132	10	0.6528	0.5943	0.6008	2.2337	0.365238	40	0.3335348	2.801064	-999.25	-999.25
4263	-28.688	69.641	10.704	10	0.627	0.596	0.605	2.232	0.36453	40	0.3334382	2.798267	-999.25	-999.25
4263.5	-28.8025	70.0657	10.7672	10	0.6595	0.6075	0.6143	2.2315	0.370863	40	0.3356441	2.803153	-999.25	-999.25
4264	-26.875	71.579	10.533	10	0.677	0.62	0.626	2.244	0.37223	40	0.3360311	2.822972	-999.25	-999.25
4264.5	-24.1147	73.2713	10.6067	10	0.6872	0.6425	0.6425	2.2558	0.37869	40	0.3398048	2.850694	-999.25	-999.25
4265	-22.188	76.103	10.66	10	0.653	0.66	0.655	2.26	0.36274	40	0.3208338	2.807977	-999.25	-999.25
4265.5	-21.8755	78.525	10.4998	10	0.6332	0.6827	0.6738	2.2643	0.367755	40	0.3259781	2.827392	-999.25	-999.25
4266	-22.188	78.525	10.439	10	0.644	0.696	0.688	2.266	0.36103	40	0.3234816	2.82353	-999.25	-999.25
4266.5	-22.2297	78.5822	10.4913	10	0.6492	0.7115	0.7002	2.2638	0.387445	40	0.3430008	2.871387	-999.25	-999.25
4267	-21.813	80.343	10.528	10	0.655	0.719	0.706	2.258	0.39812	40	0.3532812	2.890577	-999.25	-999.25
4267.5	-21.2397	82.7535	10.6297	10	0.6517	0.7233	0.7115	2.2608	0.41345	40	0.3495608	2.88464	-999.25	-999.25
4268	-21.188	83.906	10.603	10	0.67	0.725	0.714	2.26	0.40215	40	0.3529586	2.892776	-999.25	-999.25
4268.5	-21.0733	81.4493	10.5503	10	0.69	0.7245	0.715	2.2772	0.384393	40	0.3373409	2.876479	-999.25	-999.25
4269	-21.125	82.156	10.582	10	0.71	0.722	0.715	2.278	0.38011	40	0.3354956	2.87275	-999.25	-999.25
4269.5	-21.7083	78.2972	10.589	10	0.6913	0.7185	0.7137	2.2735	0.379335	40	0.3394875	2.876651	-999.25	-999.25
4270	-22.75	79.003	10.614	10	0.688	0.716	0.712	2.266	0.37826	40	0.3393751	2.864996	-999.25	-999.25
4270.5	-22.5313	75.7183	10.6485	10	0.6665	0.7125	0.7085	2.268	0.36887	40	0.3260547	2.833078	-999.25	-999.25
4271	-22.688	75.64	10.611	10	0.669	0.71	0.706	2.268	0.38607	40	0.3419791	2.875019	-999.25	-999.25
4271.5	-21.9483	75.4192	10.6397	10	0.6878	0.7075	0.7003	2.2668	0.399147	40	0.3516049	2.89952	-999.25	-999.25
4272	-21.375	75.78	10.718	10	0.712	0.705	0.697	2.261	0.39903	40	0.3528142	2.893921	-999.25	-999.25
4272.5	-21.0213	76.7342	10.6895	10	0.6928	0.7012	0.6912	2.2638	0.38323	40	0.3413768	2.867019	-999.25	-999.25
4273	-19.563	75.465	10.687	10	0.682	0.697	0.687	2.273	0.39898	40	0.3499771	2.904552	-999.25	-999.25
4273.5	-19.875	75.091	10.6223	10	0.6605	0.6923	0.6832	2.2713	0.409613	40	0.3481739	2.896952	-999.25	-999.25
4274	-18.625	75.536	10.574	10	0.653	0.689	0.679	2.268	0.39983	40	0.3513172	2.900572	-999.25	-999.25
4274.5	-18.4172	75.687	10.5408	10	0.6683	0.6818	0.6733	2.2653	0.378228	40	0.3393821	2.863955	-999.25	-999.25
4275	-18.938	76.317	10.535	10	0.65	0.676	0.67	2.267	0.38067	40	0.3402231	2.86878	-999.25	-999.25
4275.5	-19.1775	75.3082	10.518	10	0.6603	0.6678	0.6668	2.26	0.405287	40	0.3528158	2.89238	-999.25	-999.25
4276	-20.375	78.369	10.478	10	0.632	0.662	0.666	2.25	0.40742	40	0.3538791	2.879853	-999.25	-999.25
4276.5	-21.2292	76.082	10.5225	10	0.6472	0.6582	0.6672	2.2397	0.390842	40	0.3550391	2.867084	-999.25	-999.25
4277	-19.875	78.197	10.585	10	0.628	0.659	0.668	2.238	0.3761	40	0.3472474	2.843386	-999.25	-999.25
4277.5	-22.2605	73.3545	10.5377	10	0.6767	0.6653	0.6705	2.2572	0.393363	40	0.3531428	2.888957	-999.25	-999.25
4278	-19.188	76.017	10.526	10	0.67	0.672	0.673	2.268	0.40058	40	0.3513167	2.90057	-999.25	-999.25
4278.5	-19.1463	74.7777	10.5403	10	0.6905	0.6822	0.678	2.2728	0.42395	40	0.3488366	2.901084	-999.25	-999.25
4279	-18.938	77.041	10.537	10	0.673	0.688	0.683	2.267	0.4331	40	0.34888	2.892296	-999.25	-999.25
4279.5	-19.1563	76.9678	10.5593	10	0.669	0.6937	0.6897	2.2638	0.410823	40	0.3520372	2.896091	-999.25	-999.25
4280	-18.688	81.702	10.576	10	0.664	0.697	0.693	2.263	0.38604	40	0.3425491	2.868953	-999.25	-999.25
4280.5	-16.7922	84.935	10.6147	10	0.6503	0.6988	0.6943	2.264	0.374967	40	0.3295051	2.836031	-999.25	-999.25
4281	-17.313	90.225	10.618	10	0.652	0.698	0.696	2.264	0.3882	40	0.3432621	2.872397	-999.25	-999.25
4281.5	-17.7083	89.9633	10.6057	10	0.645	0.6978	0.6975	2.2573	0.409217	40	0.3530243	2.888784	-999.25	-999.25
4282	-17.5	91.675	10.564	10	0.645	0.697	0.7	2.259	0.42355	40	0.3497218	2.882314	-999.25	-999.25
4282.5	-19.3855	85.7807	10.5732	10	0.6742	0.6995	0.7035	2.2607	0.4118	40	0.3524982	2.892582	-999.25	-999.25
4283	-19.438	84.619	10.574	10	0.68	0.702	0.706	2.264	0.40665	40	0.3520791	2.896516	-999.25	-999.25
4283.5	-20.4063	85.3302	10.5915	10	0.6805	0.707	0.7107	2.2615	0.380313	40	0.3403443	2.860767	-999.25	-999.25
4284	-21.188	82.241	10.594	10	0.683	0.712	0.714	2.264	0.37508	40	0.3381459	2.858696	-999.25	-999.25
4284.5	-20.698	81.3947	10.523	10	0.6863	0.72	0.7185	2.269	0.398483	40	0.3510643	2.901411	-999.25	-999.25
4285	-21.688	78.373	10.498	10	0.683	0.725	0.721	2.274	0.4085	40	0.3476253	2.899579	-999.25	-999.25
4285.5	-21.1667	81.4032	10.5053	10	0.6968	0.7295	0.7252	2.2797	0.413357	40	0.3438725	2.897974	-999.25	-999.25
4286	-20.75	76.724	10.477	10	0.701	0.732	0.726	2.283	0.41824	40	0.3433525	2.901576	-999.25	-999.25
4286.5	-21.615	75.429	10.488	10	0.7082	0.732	0.7273	2.2707	0.408418	40	0.3507168	2.903065	-999.25	-999.25
4287	-21.25	77.159	10.508	10	0.704	0.732	0.729	2.264	0.42201	40	0.3493317	2.88893	-999.25	-999.25
4287.5	-21.7608	77.9368	10.5142	10	0.695	0.7308	0.7292	2.268	0.397827	40	0.3513094	2.90055	-999.25	-999.25
4288	-21.5	78.801	10.535	10	0.7	0.73	0.73	2.268	0.40456	40	0.3512906	2.900498	-999.25	-999.25
4288.5	-21.188	75.991	10.4965	10	0.7058	0.729	0.7298	2.2632	0.417412	40	0.3492467	2.887467	-999.25	-999.25
4289	-21.188	77.401	10.499	10	0.715	0.729	0.729	2.264	0.41967	40	0.3492289	2.888647	-999.25	-999.25
4289.5	-20.1983	77.441	10.4673	10	0.7023	0.7292	0.73	2.2678	0.435238	40	0.3487497	2.893166	-999.25	-999.25
4290	-20.25	75.826	10.484	10	0.699	0.73	0.73	2.272	0.43498	40	0.3482431	2.898217	-999.25	-999.25
4290.5	-19.5417	79.4705	10.5035	10	0.6862	0.7312	0.729	2.274	0.41617	40	0.3480702	2.900807	-999.25	-999.25
4291	-18.5	79.068	10.466	10	0.707	0.732	0.729	2.274	0.40482	40	0.3497784	2.905538	-999.25	-999.25
4291.5	-18.5208	82.3823	10.5333	10	0.7068	0.7318	0.7268	2.2823	0.375327	40	0.3326696	2.871686	-999.25	-999.25
4292	-17.375	80.789	10.615	10	0.711	0.731	0.726	2.279	0.39436	40	0.3415618	2.890601	-999.25	-999.25
4292.5	-16.7813	80.812	10.6178	10	0.6748	0.7273	0.7257	2.273	0.403778	40	0.35002	2.904671	-999.25	-999.25
4293	-16.313	80.062	10.637	10	0.689	0.724	0.724	2.263	0.40277	40	0.3523946	2.895847	-999.25	-999.25
4293.5	-15.7605	83.3365	10.5818	10	0.6988	0.7205	0.722	2.2568	0.391372	40	0.3531086	2.888245	-999.25	-999.25
4294	-16.438	82.789	10.596	10	0.683	0.718	0.722	2.251	0.38763	40	0.3537051	2.880921	-999.25	-999.25
4294.5	-17.4275	82.6823	10.4907	10	0.6983	0.717	0.72	2.249	0.391267	40	0.3539616	2.878532	-999.25	-999.25
4295	-17.375	80.769	10.454	10	0.685	0.717	0.72	2.254	0.38755	40	0.3533557	2.884598	-999.25	-999.25
4295.5	-19.3858	83.996	10.4517	10	0.705	0.7192	0.72	2.2598	0.377125	40	0.3390418	2.854725	-999.25	-999.25
4296	-19.125	86.231	10.45	10	0.705	0.72	0.72	2.259	0.38505	40	0.342517	2.862783	-999.25	-999.25
4296.5	-19.2397	86.1798	10.4632	10	0.7025	0.721	0.7188	2.249	0.384625	40	0.3539095	2.878389	-999.25	-999.25
4297	-19.188	85.319	10.459	10	0.7	0.721	0.718	2.244	0.4095	40	0.3545007	2.872272	-999.25	-999.25
4297.5	-18.5833	80.8502	10.4763	10	0.6693	0.7207	0.7158	2.2437	0.428145	40	0.3580249	2.881533	-999.25	-999.25
4298	-19	82.361	10.458	10	0.681	0.719	0.715	2.247	0.44247	40	0.3541642	2.875993	-999.25	-999.25
4298.5	-17.0105	86.3235	10.517	10	0.6813	0.7153	0.7093	2.2497	0.410332	40	0.3538725	2.87937	-999.25	-999.25
4299	-16.438	88.281	10.592	10	0.708	0.712	0.706	2.248	0.38484	40	0.3540266	2.877163	-999.25	-999.25
4299.5	-16.4797	85.2773	10.6118	10	0.6945	0.7048	0.7013	2.2348	0.393043	40	0.3557774	2.861503	-999.25	-999.25
4300	-16.063	82.344	10.611	10	0.672	0.699	0.698	2.229	0.39886	40	0.3570208	2.855889	-999.25	-999.25
4300.5	-16.6563	85.3522	10.571	10	0.673	0.6898	0.6907	2.2303	0.425452	40	0.3586602	2.862404	-999.25	-999.25
4301	-16.188	86.158	10.641	10	0.678	0.684	0.684	2.237	0.41691	40	0.3585239	2.872474	-999.25	-999.25
4301.5	-16.1672	90.6145	10.659	10	0.6673	0.676	0.6755	2.2502	0.436665	40	0.3537871	2.879909	-999.25	-999.25
4302	-15.438	91.067	10.634	10	0.644	0.671	0.673	2.251	0.44124	40	0.3537572	2.881064	-999.25	-999.25
4302.5	-15.5422	88.6587	10.5967	10	0.6383	0.6643	0.6678	2.242	0.469642	40	0.354666	2.869626	-999.25	-999.25
4303	-16.688	82.657	10.61	10	0.635	0.661	0.662	2.242	0.478	40	0.3544836	2.869126	-999.25	-999.25
4303.5	-15.1255	78.2457	10.5968	10	0.6493	0.6577	0.6585	2.238	0.47127	40	0.3550787	2.864556	-999.25	-999.25
4304	-14.813	79.454	10.566	10	0.636	0.656	0.656	2.238	0.46757	40	0.3551883	2.864856	-999.25	-999.25
4304.5	-14.313	82.8732	10.5872	10	0.6342	0.6527	0.6538	2.245	0.419957	40	0.3579913	2.883465	-999.25	-999.25
4305	-14.313	82.689	10.618	10	0.64	0.651	0.653	2.255	0.39919	40	0.3537006	2.887098	-999.25	-999.25
4305.5	-15.0313	84.8948	10.502	10	0.624	0.6503	0.6562	2.2568	0.401652	40	0.353456	2.889205	-999.25	-999.25
4306	-15.813	86.859	10.467	10	0.599	0.652	0.657	2.241	0.42181	40	0.3581675	2.877722	-999.25	-999.25
4306.5	-15.6772	89.7678	10.4668	10	0.6733	0.6565	0.6562	2.2315	0.435793	40	0.3590868	2.86545	-999.25	-999.25
4307	-16.563	88.102	10.546	10	0.7	0.659	0.657	2.229	0.42391	40	0.3587988	2.860758	-999.25	-999.25
4307.5	-16.8438	84.4768	10.5727	10	0.6842	0.6623	0.656	2.2322	0.408652	40	0.3562462	2.858747	-999.25	-999.25
4308	-17.313	82.966	10.556	10	0.65	0.664	0.656	2.228	0.41481	40	0.3594808	2.861071	-999.25	-999.25
4308.5	-16.7713	83.8662	10.531	10	0.6735	0.6625	0.6552	2.2287	0.407347	40	0.3569815	2.855315	-999.25	-999.25
4309	-15.313	85.627	10.571	10	0.686	0.66	0.651	2.237	0.41088	40	0.3554345	2.863979	-999.25	-999.25
4309.5	-14.75	86.4102	10.5513	10	0.6457	0.6528	0.6445	2.2455	0.403722	40	0.3542501	2.873907	-999.25	-999.25
4310	-14.125	88.241	10.563	10	0.629	0.647	0.642	2.243	0.42148	40	0.3580702	2.880568	-999.25	-999.25
4310.5	-14.7817	83.8105	10.5365	10	0.6127	0.639	0.635	2.243	0.419517	40	0.358101	2.880654	-999.25	-999.25
4311	-15.25	87.693	10.539	10	0.631	0.634	0.63	2.253	0.4157	40	0.3500475	2.873976	-999.25	-999.25
4311.5	-15.7708	85.3763	10.533	10	0.6407	0.6293	0.6262	2.2457	0.396415	40	0.3542309	2.874164	-999.25	-999.25
4312	-16.5	87.798	10.513	10	0.624	0.626	0.622	2.239	0.40814	40	0.3551225	2.866227	-999.25	-999.25
4312.5	-15.2505	83.1133	10.521	10	0.6147	0.6213	0.6173	2.2348	0.409098	40	0.3557844	2.861522	-999.25	-999.25
4313	-16.188	82.05	10.516	10	0.623	0.618	0.614	2.244	0.43209	40	0.358036	2.882031	-999.25	-999.25
4313.5	-16.5733	83.2638	10.6302	10	0.6215	0.6135	0.6105	2.2377	0.450375	40	0.3551636	2.864323	-999.25	-999.25
4314	-16.625	83.713	10.746	10	0.599	0.611	0.608	2.236	0.48095	40	0.3549301	2.861049	-999.25	-999.25
4314.5	-17.0833	86.6265	10.673	10	0.5798	0.609	0.608	2.2373	0.476777	40	0.3549632	2.863155	-999.25	-999.25
4315	-16.25	86.954	10.723	10	0.589	0.609	0.608	2.239	0.48316	40	0.3546137	2.864834	-999.25	-999.25
4315.5	-16.0313	87.66	10.525	10	0.5852	0.6113	0.6083	2.239	0.459568	40	0.3551409	2.866277	-999.25	-999.25
4316	-16.188	86.955	10.43	10	0.596	0.613	0.61	2.234	0.45741	40	0.3559233	2.86066	-999.25	-999.25
4316.5	-17.4172	86.9435	10.4828	10	0.6127	0.6178	0.6133	2.2397	0.416952	40	0.3583098	2.876091	-999.25	-999.25
4317	-17.938	84.781	10.572	10	0.636	0.622	0.615	2.243	0.41086	40	0.3546289	2.871074	-999.25	-999.25
4317.5	-18.7192	87.3408	10.6455	10	0.6458	0.6265	0.6173	2.2508	0.40506	40	0.3538603	2.881039	-999.25	-999.25
4318	-18.25	88.66	10.458	10	0.64	0.629	0.619	2.255	0.42086	40	0.3498445	2.876498	-999.25	-999.25
4318.5	-19.2397	87.2698	10.5005	10	0.6218	0.6288	0.6223	2.2513	0.44007	40	0.353705	2.881385	-999.25	-999.25
4319	-17.938	85.759	10.583	10	0.616	0.628	0.624	2.253	0.44757	40	0.3538132	2.884314	-999.25	-999.25
4319.5	-18.615	80.7033	10.7407	10	0.6075	0.6283	0.6272	2.2437	0.44717	40	0.3543894	2.871501	-999.25	-999.25
4320	-19.5	84.53	10.569	10	0.605	0.63	0.628	2.242	0.43977	40	0.3547486	2.869853	-999.25	-999.25
4320.5	-17.9172	80.2402	10.5358	10	0.621	0.635	0.6315	2.2375	0.449408	40	0.355199	2.86411	-999.25	-999.25
4321	-18.438	83.321	10.52	10	0.651	0.64	0.634	2.24	0.4553	40	0.354913	2.867203	-999.25	-999.25
4321.5	-16.8125	83.3532	10.5485	10	0.6575	0.6455	0.6357	2.2397	0.45752	40	0.3550118	2.867009	-999.25	-999.25
