DEPTH	SP	GR	CALI	BitSize	LL8	ILM	ILD	RHOB	NPHI	DT	PHIX	RHOMAT	MBVI	MPHI
4752	-40.5	57.682	10.032	10	0.265	0.256	0.255	2.125	0.39046	40	0.3801438	2.753609	0.17569	0.31289
4752.5	-39.823	61.0473	10.029	10	0.3068	0.2655	0.2588	2.1517	0.406102	40	0.3811685	2.799493	0.18343	0.31466
4753	-37.688	60.874	10.099	10	0.341	0.273	0.263	2.165	0.39926	40	0.3797635	2.817087	0.21293	0.3299
4753.5	-35.3125	62.3398	10.0968	10	0.38	0.2807	0.2673	2.1782	0.408917	40	0.3736411	2.821377	0.23673	0.34493
4754	-35	58.964	10.121	10	0.405	0.284	0.269	2.189	0.40385	40	0.3694965	2.827191	0.23008	0.347
4754.5	-35.5005	65.576	10.0753	10	0.3605	0.282	0.2687	2.1868	0.398008	40	0.3697764	2.824467	0.21509	0.34679
4755	-36.438	63.691	10.002	10	0.313	0.277	0.267	2.171	0.39525	40	0.3785738	2.823455	0.2001	0.34658
4755.5	-40.3755	60.5875	10.014	10	0.263	0.2677	0.2637	2.1395	0.379758	40	0.3745711	2.762059	0.18257	0.35736
4756	-41.938	56.955	10.064	10	0.248	0.261	0.262	2.122	0.39265	40	0.3902152	2.776001	0.18013	0.37492
4756.5	-44.3858	53.9178	10.0212	10	0.2505	0.2542	0.2573	2.105	0.378078	40	0.3813404	2.72448	0.16694	0.38215
4757	-44.75	55.112	9.997	10	0.263	0.25	0.254	2.09	0.39432	40	0.3934097	2.732074	0.14268	0.36782
4757.5	-45.2817	51.6478	10.0033	10	0.2593	0.2463	0.2482	2.0915	0.38295	40	0.3895712	2.724268	0.13724	0.35829
4758	-45.125	52.327	10.025	10	0.251	0.243	0.244	2.094	0.3719	40	0.3809534	2.705695	0.1318	0.34876
4758.5	-43.2397	51.6957	10.0508	10	0.224	0.236	0.2365	2.0967	0.349927	40	0.3675548	2.675947	0.12927	0.33499
4759	-43.813	52.504	10.03	10	0.204	0.231	0.234	2.08	0.34716	40	0.3715764	2.659458	0.12157	0.32374
4759.5	-41.9897	50.733	10.0477	10	0.1875	0.2245	0.2345	2.0662	0.379862	40	0.396295	2.700451	0.11343	0.31308
4760	-41.938	48.988	10.046	10	0.15	0.222	0.237	2.067	0.41112	40	0.4009169	2.714133	0.11488	0.29898
4760.5	-41.24	48.6285	10.033	10	0.1542	0.2242	0.2405	2.0815	0.406175	40	0.3947683	2.721693	0.117965	0.294675
4761	-41.5	49.511	10.083	10	0.21	0.23	0.243	2.099	0.40925	40	0.3926872	2.744951	0.12105	0.29037
4761.5	-38.49	53.6385	9.9713	10	0.2363	0.2457	0.2508	2.1353	0.395788	40	0.3825255	2.776668	0.12134	0.29078
4762	-36.25	57.321	9.933	10	0.298	0.259	0.26	2.167	0.40323	40	0.3793636	2.819203	0.12597	0.29135
4762.5	-31.8125	60.874	10.0897	10	0.382	0.2805	0.2713	2.2103	0.400165	40	0.3676531	2.85584	0.13768	0.28614
4763	-26.5	61.684	10.138	10	0.422	0.293	0.278	2.212	0.39029	40	0.3670399	2.856825	0.14392	0.27566
4763.5	-27.4063	59.931	10.0997	10	0.3247	0.3037	0.2912	2.1862	0.417563	40	0.3727311	2.831634	0.143415	0.26989
4764	-29.438	57.841	10.033	10	0.248	0.307	0.302	2.182	0.42163	40	0.3728773	2.82534	0.14291	0.26412
4764.5	-32.1667	57.7115	10.051	10	0.2895	0.3082	0.3072	2.2027	0.406517	40	0.3682821	2.845558	0.15136	0.25923
4765	-32.375	59.499	10.066	10	0.327	0.309	0.308	2.221	0.39185	40	0.3654735	2.866672	0.16656	0.26582
4765.5	-28.8958	65.3782	10.0772	10	0.3618	0.3117	0.3097	2.2102	0.363002	40	0.3382502	2.777673	0.20406	0.3182
4766	-26.5	67.699	10.048	10	0.351	0.315	0.313	2.191	0.36001	40	0.3358168	2.742619	0.25583	0.40602
4766.5	-28.2813	67.5998	10.0427	10	0.3442	0.3208	0.3208	2.1895	0.344583	40	0.3359158	2.740605	0.27659	0.43999
4767	-26.563	67.739	10.076	10	0.375	0.325	0.325	2.207	0.3456	40	0.3345291	2.763484	0.29735	0.47396
4767.5	-26.063	67.5227	10.1287	10	0.425	0.333	0.3273	2.236	0.381175	40	0.3499448	2.847544	-999.25	-999.25
4768	-21.063	69.986	10.117	10	0.405	0.338	0.329	2.241	0.38585	40	0.3513008	2.858905	-999.25	-999.25
4768.5	-19.2708	69.3917	10.0653	10	0.368	0.3422	0.3328	2.223	0.420657	40	0.3636484	2.864748	-999.25	-999.25
4769	-22.5	69.68	10.062	10	0.333	0.343	0.337	2.198	0.41134	40	0.3685952	2.838979	-999.25	-999.25
4769.5	-23.7817	67.2123	10.0188	10	0.3198	0.3442	0.3398	2.1883	0.418765	40	0.3725775	2.834557	-999.25	-999.25
4770	-26.125	66.624	10.078	10	0.319	0.345	0.339	2.195	0.41254	40	0.3688883	2.835034	-999.25	-999.25
4770.5	-26.698	67.5727	10.1312	10	0.3855	0.3468	0.3315	2.2167	0.395872	40	0.3663652	2.862372	-999.25	-999.25
4771	-23.938	66.866	10.097	10	0.468	0.346	0.324	2.22	0.38643	40	0.3566402	2.840861	-999.25	-999.25
4771.5	-25.2922	63.773	10.111	10	0.5263	0.3375	0.3108	2.1975	0.374212	40	0.3503856	2.789464	-999.25	-999.25
4772	-28.938	62.698	10.206	10	0.518	0.325	0.3	2.19	0.36607	40	0.3465889	2.768169	-999.25	-999.25
4772.5	-33.4797	61.869	10.2413	10	0.4007	0.3012	0.2838	2.1675	0.370528	40	0.3532663	2.750602	-999.25	-999.25
4773	-37.438	61.964	10.378	10	0.334	0.282	0.273	2.15	0.37207	40	0.3636237	2.749967	-999.25	-999.25
4773.5	-40.9275	56.2552	10.2465	10	0.2398	0.2585	0.2593	2.1313	0.391665	40	0.3830494	2.771609	-999.25	-999.25
4774	-44	50.931	10.069	10	0.199	0.246	0.251	2.118	0.39994	40	0.390785	2.771003	-999.25	-999.25
4774.5	-45.6047	49.9558	10.044	10	0.1708	0.2367	0.2458	2.1103	0.422622	40	0.3891711	2.753982	-999.25	-999.25
4775	-47.063	51.34	10.104	10	0.175	0.235	0.245	2.107	0.41643	40	0.3892735	2.748856	-999.25	-999.25
4775.5	-44.823	55.3432	10.0952	10	0.2258	0.2418	0.25	2.1388	0.406492	40	0.3821363	2.781277	-999.25	-999.25
4776	-43.313	55.949	10.101	10	0.27	0.251	0.255	2.163	0.377	40	0.3665686	2.778161	-999.25	-999.25
4776.5	-40.1567	56.8253	10.0268	10	0.338	0.2702	0.2647	2.1848	0.383677	40	0.3648451	2.80793	-999.25	-999.25
4777	-35	59.822	10.061	10	0.378	0.286	0.273	2.179	0.36781	40	0.3478244	2.754462	-999.25	-999.25
4777.5	-30.2713	65.0102	10.3648	10	0.4542	0.305	0.2843	2.1865	0.348393	40	0.3362423	2.736893	-999.25	-999.25
4778	-28.813	67.711	10.309	10	0.485	0.315	0.291	2.204	0.34496	40	0.3347761	2.759592	-999.25	-999.25
4778.5	-25.2813	67.5867	10.0995	10	0.3862	0.3165	0.3015	2.2017	0.375247	40	0.3526333	2.801817	-999.25	-999.25
4779	-26.688	65.53	10.057	10	0.292	0.314	0.309	2.19	0.39498	40	0.3693955	2.8285	-999.25	-999.25
4779.5	-26.7608	64.6265	9.767	10	0.2552	0.3103	0.3178	2.1903	0.414283	40	0.3723839	2.837208	-999.25	-999.25
4780	-27.125	64.209	9.782	10	0.291	0.312	0.322	2.207	0.41395	40	0.3649086	2.843056	-999.25	-999.25
4780.5	-26.6355	69.3845	9.7973	10	0.3632	0.3243	0.3232	2.2355	0.418043	40	0.358635	2.870443	-999.25	-999.25
4781	-17.313	72.857	9.814	10	0.404	0.336	0.324	2.243	0.39571	40	0.3545065	2.870738	-999.25	-999.25
4781.5	-18.4583	72.5068	9.7305	10	0.4248	0.3513	0.3288	2.2297	0.380058	40	0.3501744	2.838466	-999.25	-999.25
4782	-19.5	69.076	9.738	10	0.429	0.358	0.333	2.218	0.37845	40	0.3539875	2.830617	-999.25	-999.25
4782.5	-24.4272	63.7292	9.7515	10	0.4383	0.3555	0.3312	2.198	0.369917	40	0.3482253	2.784631	-999.25	-999.25
4783	-25.938	64.335	9.759	10	0.44	0.348	0.327	2.198	0.3712	40	0.3488654	2.786287	-999.25	-999.25
4783.5	-28.9063	62.9358	9.8023	10	0.4157	0.3317	0.3205	2.1858	0.359685	40	0.3364249	2.736288	-999.25	-999.25
4784	-30.313	63.01	9.814	10	0.354	0.32	0.313	2.18	0.37656	40	0.3620391	2.792894	-999.25	-999.25
4784.5	-31.6672	59.4835	9.8673	10	0.3213	0.3067	0.3067	2.1628	0.396008	40	0.3800649	2.814373	-999.25	-999.25
4785	-34.688	59.281	9.854	10	0.323	0.3	0.305	2.162	0.40405	40	0.3801846	2.813413	-999.25	-999.25
4785.5	-35.0733	61.6175	9.8708	10	0.3332	0.2997	0.3042	2.1583	0.394657	40	0.3806116	2.808621	-999.25	-999.25
4786	-32.625	63.615	9.795	10	0.344	0.303	0.305	2.165	0.39144	40	0.3795945	2.816619	-999.25	-999.25
4786.5	-32.9275	66.5263	9.7893	10	0.3583	0.3137	0.3082	2.1775	0.376702	40	0.3624261	2.79	-999.25	-999.25
4787	-29.75	66.223	9.771	10	0.365	0.322	0.309	2.185	0.37636	40	0.3613456	2.798884	-999.25	-999.25
4787.5	-28.5005	65.3935	9.8327	10	0.388	0.3303	0.3087	2.192	0.357922	40	0.3356932	2.743819	-999.25	-999.25
4788	-27.563	62.456	9.886	10	0.398	0.332	0.307	2.192	0.36303	40	0.335713	2.743868	-999.25	-999.25
4788.5	-27.1775	61.0035	9.964	10	0.3815	0.3277	0.3023	2.1947	0.373358	40	0.3499303	2.783973	-999.25	-999.25
4789	-29	58.581	10.029	10	0.339	0.321	0.299	2.188	0.3988	40	0.3695927	2.825868	-999.25	-999.25
4789.5	-29.563	61.4152	10.0737	10	0.3345	0.3083	0.2938	2.1722	0.393338	40	0.3783635	2.824802	-999.25	-999.25
4790	-33.313	61.901	10.087	10	0.332	0.3	0.288	2.153	0.40348	40	0.3812301	2.801764	-999.25	-999.25
4790.5	-35.9272	64.4513	10.0885	10	0.2892	0.2902	0.2812	2.1417	0.388088	40	0.3818442	2.785174	-999.25	-999.25
4791	-34.313	62.093	10.036	10	0.26	0.286	0.277	2.145	0.39688	40	0.3816148	2.789885	-999.25	-999.25
4791.5	-35.3125	61.2962	10.053	10	0.3252	0.2837	0.2702	2.1588	0.39115	40	0.3803846	2.808802	-999.25	-999.25
4792	-35	58.582	10.148	10	0.356	0.282	0.266	2.178	0.3868	40	0.3667825	2.802417	-999.25	-999.25
4792.5	-32.3855	60.1408	10.1723	10	0.3527	0.2793	0.2578	2.1778	0.381132	40	0.3645312	2.796071	-999.25	-999.25
4793	-32.438	62.14	10.124	10	0.336	0.276	0.252	2.177	0.38674	40	0.3668976	2.801147	-999.25	-999.25
4793.5	-33.6147	63.1348	10.0468	10	0.2963	0.2662	0.2427	2.1755	0.388335	40	0.367668	2.800847	-999.25	-999.25
4794	-33.563	62.294	10.016	10	0.288	0.257	0.236	2.173	0.39436	40	0.3781765	2.82557	-999.25	-999.25
4794.5	-37.6147	58.596	10.0072	10	0.2617	0.2417	0.223	2.1392	0.373505	40	0.3645286	2.735322	-999.25	-999.25
4795	-40.688	55.256	10.023	10	0.245	0.23	0.213	2.1	0.35488	40	0.3674525	2.680909	-999.25	-999.25
4795.5	-45.3958	51.0625	10.0005	10	0.19	0.215	0.2017	2.0662	0.363968	40	0.3851368	2.671406	-999.25	-999.25
4796	-48	47.925	10.018	10	0.165	0.205	0.195	2.057	0.40221	40	0.4055571	2.709911	-999.25	-999.25
4796.5	-48.1463	47.9517	10.111	10	0.14	0.194	0.1885	2.0563	0.434817	40	0.4017263	2.698432	-999.25	-999.25
4797	-48.563	49.52	10.171	10	0.14	0.189	0.186	2.058	0.43505	40	0.4016275	2.701009	-999.25	-999.25
4797.5	-46.7922	48.2297	10.1848	10	0.1443	0.1858	0.1825	2.0595	0.399247	40	0.4053743	2.71362	-999.25	-999.25
4798	-47.313	47.383	10.154	10	0.191	0.185	0.18	2.067	0.39883	40	0.40437	2.723491	-999.25	-999.25
4798.5	-47.8855	47.5732	10.0943	10	0.2002	0.1863	0.1803	2.073	0.390865	40	0.3972545	2.71428	-999.25	-999.25
4799	-48.563	47.504	10.066	10	0.186	0.188	0.182	2.073	0.38434	40	0.3965335	2.712351	-999.25	-999.25
4799.5	-48.0422	49.6242	10.071	10	0.1415	0.1918	0.1883	2.078	0.379883	40	0.389791	2.70273	-999.25	-999.25
4800	-45.438	49.305	10.106	10	0.144	0.196	0.195	2.073	0.39275	40	0.4033259	2.730706	-999.25	-999.25
4800.5	-43.6775	51.7642	10.1273	10	0.1532	0.2048	0.2035	2.0937	0.394978	40	0.392938	2.7369	-999.25	-999.25
4801	-42.375	54.935	10.134	10	0.209	0.214	0.211	2.112	0.39062	40	0.3915614	2.763274	-999.25	-999.25
4801.5	-40.8542	57.797	10.0793	10	0.2398	0.2295	0.2207	2.1333	0.361327	40	0.3600864	2.714749	-999.25	-999.25
4802	-39.5	58.662	10.061	10	0.249	0.242	0.229	2.14	0.35286	40	0.3494735	2.698705	-999.25	-999.25
4802.5	-33.8333	55.647	10.1335	10	0.2257	0.2597	0.2455	2.1497	0.368567	40	0.3618228	2.744841	-999.25	-999.25
4803	-32.375	56.907	10.131	10	0.224	0.273	0.258	2.153	0.38895	40	0.3808804	2.800802	-999.25	-999.25
4803.5	-28.4797	60.841	10.2562	10	0.3455	0.2928	0.2738	2.1575	0.40055	40	0.3809291	2.808205	-999.25	-999.25
4804	-26.188	62.341	10.302	10	0.443	0.307	0.283	2.175	0.38805	40	0.3699136	2.806115	-999.25	-999.25
4804.5	-24.8858	62.3262	10.5193	10	0.4623	0.3263	0.2935	2.2098	0.363755	40	0.3385444	2.777815	-999.25	-999.25
4805	-22.75	63.327	10.411	10	0.479	0.338	0.301	2.219	0.36658	40	0.3387506	2.792251	-999.25	-999.25
4805.5	-21.3442	64.0727	10.4098	10	0.4882	0.3465	0.3102	2.2033	0.363228	40	0.3346273	2.758169	-999.25	-999.25
4806	-20.875	65.006	10.404	10	0.479	0.349	0.316	2.195	0.36852	40	0.3475649	2.778328	-999.25	-999.25
4806.5	-23.3025	62.7818	10.331	10	0.4203	0.35	0.3205	2.1867	0.387993	40	0.3662257	2.814648	-999.25	-999.25
4807	-24.5	64.151	10.176	10	0.397	0.35	0.323	2.19	0.40081	40	0.3693266	2.828311	-999.25	-999.25
4807.5	-24.8333	63.6047	9.9762	10	0.3822	0.3515	0.3253	2.2012	0.40308	40	0.3685696	2.843977	-999.25	-999.25
4808	-24.625	64.108	9.907	10	0.393	0.354	0.327	2.212	0.39058	40	0.3670475	2.856846	-999.25	-999.25
4808.5	-21.8022	69.4507	10.0775	10	0.4228	0.3588	0.3297	2.2167	0.371238	40	0.3411162	2.794836	-999.25	-999.25
4809	-20.188	73.879	10.235	10	0.447	0.363	0.333	2.215	0.37053	40	0.3409501	2.791829	-999.25	-999.25
4809.5	-20.365	72.8777	10.0823	10	0.4598	0.3678	0.3388	2.216	0.366772	40	0.3391546	2.788746	-999.25	-999.25
4810	-20.625	72.401	9.919	10	0.474	0.372	0.343	2.221	0.39593	40	0.3654056	2.866483	-999.25	-999.25
4810.5	-22.5833	66.093	9.909	10	0.4795	0.3757	0.3487	2.2277	0.399597	40	0.3573605	2.854794	-999.25	-999.25
4811	-23.625	67.388	9.909	10	0.467	0.379	0.352	2.231	0.38553	40	0.3522346	2.846002	-999.25	-999.25
4811.5	-24.2917	66.0937	9.9138	10	0.4383	0.381	0.3555	2.2302	0.364435	40	0.3335692	2.7959	-999.25	-999.25
4812	-24.5	67.392	9.958	10	0.415	0.381	0.358	2.216	0.34331	40	0.3332035	2.773674	-999.25	-999.25
4812.5	-25.5208	66.5783	9.9137	10	0.3978	0.3808	0.3602	2.2048	0.363412	40	0.3344779	2.76005	-999.25	-999.25
4813	-26.875	65.97	9.902	10	0.397	0.38	0.361	2.189	0.38057	40	0.3630937	2.809828	-999.25	-999.25
4813.5	-27.3647	64.0898	9.9117	10	0.4373	0.3777	0.3632	2.1818	0.402938	40	0.3706474	2.818909	-999.25	-999.25
4814	-28.563	63.479	9.905	10	0.459	0.376	0.364	2.176	0.41088	40	0.3739111	2.818606	-999.25	-999.25
4814.5	-28.2292	62.7043	9.937	10	0.4313	0.3747	0.3627	2.1875	0.389787	40	0.3697572	2.825526	-999.25	-999.25
4815	-27.5	64.671	9.937	10	0.413	0.373	0.361	2.195	0.39297	40	0.3689114	2.835097	-999.25	-999.25
4815.5	-25.5733	65.7503	10.0155	10	0.4663	0.3702	0.356	2.213	0.384957	40	0.3568264	2.830482	-999.25	-999.25
4816	-23.125	65.317	10.233	10	0.513	0.366	0.351	2.228	0.36824	40	0.3348835	2.795943	-999.25	-999.25
4816.5	-23.3233	65.4977	10.5362	10	0.4663	0.3563	0.348	2.2307	0.37948	40	0.3497838	2.83896	-999.25	-999.25
4817	-26.5	66.401	9.887	10	0.373	0.348	0.348	2.204	0.41288	40	0.3679492	2.846695	-999.25	-999.25
4817.5	-28.3022	65.6747	9.8322	10	0.3315	0.3385	0.3513	2.1512	0.398293	40	0.3814553	2.799473	-999.25	-999.25
4818	-31.063	65.038	9.978	10	0.319	0.336	0.353	2.142	0.35856	40	0.3497231	2.702394	-999.25	-999.25
4818.5	-27.188	66.4435	10.0402	10	0.3327	0.342	0.3567	2.1822	0.335718	40	0.3337398	2.72429	-999.25	-999.25
4819	-21.563	67.986	10.026	10	0.351	0.352	0.36	2.223	0.35566	40	0.3318676	2.780804	-999.25	-999.25
4819.5	-17.5833	68.822	10.0905	10	0.384	0.3722	0.3687	2.2388	0.381538	40	0.3498215	2.851519	-999.25	-999.25
4820	-17.375	68.947	10.113	10	0.409	0.388	0.377	2.223	0.37378	40	0.3416515	2.805784	-999.25	-999.25
4820.5	-15.063	70.2342	10.131	10	0.4573	0.4038	0.3813	2.2315	0.37735	40	0.3486532	2.83717	-999.25	-999.25
4821	-16.313	71.49	10.171	10	0.449	0.408	0.383	2.249	0.3795	40	0.3480305	2.862352	-999.25	-999.25
4821.5	-15.8025	70.3748	10.1018	10	0.423	0.4008	0.38	2.2568	0.371295	40	0.3282782	2.822141	-999.25	-999.25
4822	-18.25	69.334	10.106	10	0.403	0.39	0.375	2.236	0.36302	40	0.3325134	2.801907	-999.25	-999.25
4822.5	-23.063	64.1655	10.1357	10	0.3912	0.3728	0.3632	2.2137	0.382018	40	0.3555681	2.828189	-999.25	-999.25
4823	-24.938	62.278	10.119	10	0.392	0.362	0.354	2.202	0.40346	40	0.3684985	2.845047	-999.25	-999.25
4823.5	-21.9167	64.236	10.1387	10	0.4097	0.3495	0.3462	2.2125	0.398365	40	0.3672462	2.858188	-999.25	-999.25
4824	-22.125	67.541	10.182	10	0.408	0.342	0.342	2.215	0.37594	40	0.3529993	2.823337	-999.25	-999.25
4824.5	-23.698	66.6455	10.115	10	0.3368	0.3382	0.3438	2.1962	0.384128	40	0.3641191	2.823908	-999.25	-999.25
4825	-25.938	64.878	10.115	10	0.286	0.339	0.348	2.177	0.38912	40	0.3676889	2.803275	-999.25	-999.25
4825.5	-28.4688	65.7022	10.16	10	0.3537	0.3525	0.3633	2.1838	0.381588	40	0.3640587	2.804245	-999.25	-999.25
4826	-28.938	69.578	10.165	10	0.417	0.37	0.375	2.218	0.36183	40	0.3371515	2.78666	-999.25	-999.25
4826.5	-19.4792	73.126	10.245	10	0.5	0.4085	0.3883	2.2558	0.358172	40	0.3214067	2.803229	-999.25	-999.25
4827	-12.5	74.421	10.385	10	0.54	0.441	0.4	2.275	0.35788	40	0.3212924	2.831231	-999.25	-999.25
4827.5	-3.0733	75.0505	10.1412	10	0.546	0.4812	0.426	2.2795	0.38732	40	0.3379848	2.881681	-999.25	-999.25
4828	-1.875	77.058	10.137	10	0.546	0.502	0.446	2.282	0.41917	40	0.343403	2.900191	-999.25	-999.25
4828.5	-2.875	81.1167	10.1743	10	0.4967	0.5092	0.4577	2.2785	0.454948	40	0.3484831	2.908856	-999.25	-999.25
4829	-2.25	83.275	10.236	10	0.465	0.505	0.456	2.271	0.44919	40	0.3505382	2.903031	-999.25	-999.25
4829.5	-3.7817	83.9373	10.2607	10	0.4662	0.4862	0.4408	2.2637	0.41865	40	0.3492239	2.888173	-999.25	-999.25
4830	-3	83.074	10.144	10	0.467	0.467	0.425	2.257	0.40075	40	0.3534552	2.889512	-999.25	-999.25
4830.5	-2.4275	80.933	10.169	10	0.46	0.4295	0.3885	2.2568	0.381097	40	0.3408685	2.855037	-999.25	-999.25
4831	-6.125	78.878	10.169	10	0.385	0.397	0.361	2.251	0.38443	40	0.353677	2.880843	-999.25	-999.25
4831.5	-10.25	70.5828	10.1412	10	0.2777	0.3472	0.3298	2.201	0.379218	40	0.3546329	2.806006	-999.25	-999.25
4832	-21.5	66.017	10.112	10	0.246	0.313	0.309	2.146	0.38246	40	0.3754107	2.774701	-999.25	-999.25
4832.5	-31.2397	58.6678	10.0242	10	0.2255	0.2762	0.281	2.0928	0.398725	40	0.3928267	2.735118	-999.25	-999.25
4833	-40.563	58.452	10.055	10	0.213	0.257	0.266	2.082	0.4013	40	0.3946304	2.72215	-999.25	-999.25
4833.5	-44.3022	58.05	10.0475	10	0.2355	0.2418	0.249	2.0865	0.394498	40	0.3939035	2.727629	-999.25	-999.25
4834	-42.688	60.785	10.055	10	0.263	0.236	0.239	2.099	0.37239	40	0.3809564	2.71378	-999.25	-999.25
4834.5	-38.1042	59.7495	10.0378	10	0.2612	0.2313	0.2267	2.1222	0.379167	40	0.3814404	2.752549	-999.25	-999.25
4835	-35.5	59.102	9.952	10	0.257	0.228	0.22	2.128	0.37855	40	0.3750857	2.745025	-999.25	-999.25
4835.5	-37.7922	53.6895	9.9342	10	0.2468	0.221	0.2123	2.1123	0.378792	40	0.3815107	2.73673	-999.25	-999.25
4836	-42.063	50.262	10.02	10	0.221	0.216	0.209	2.099	0.36245	40	0.3676905	2.679923	-999.25	-999.25
4836.5	-46.9275	45.1283	10.1212	10	0.1828	0.2093	0.2033	2.1055	0.371785	40	0.3699124	2.69581	-999.25	-999.25
4837	-48.125	44.065	10.127	10	0.157	0.206	0.2	2.108	0.36761	40	0.3681445	2.695301	-999.25	-999.25
4837.5	-48.4483	46.2628	10.056	10	0.179	0.2028	0.1978	2.1067	0.392963	40	0.3920527	2.7559	-999.25	-999.25
4838	-47.875	48.342	9.986	10	0.209	0.202	0.197	2.105	0.39503	40	0.3921658	2.753411	-999.25	-999.25
4838.5	-48.5942	46.3155	9.9835	10	0.1927	0.2035	0.1972	2.1025	0.38079	40	0.382343	2.723069	-999.25	-999.25
4839	-49.375	44.913	10.031	10	0.186	0.206	0.198	2.095	0.36959	40	0.3801082	2.705119	-999.25	-999.25
4839.5	-48.3333	47.5165	10.0585	10	0.1703	0.212	0.2015	2.1113	0.36434	40	0.3668451	2.697239	-999.25	-999.25
4840	-46.875	52.749	10.051	10	0.222	0.217	0.204	2.138	0.38664	40	0.3776492	2.76787	-999.25	-999.25
4840.5	-42.1255	59.0447	9.9852	10	0.2847	0.2237	0.205	2.1748	0.388522	40	0.3700473	2.80616	-999.25	-999.25
4841	-38.063	60.093	10.041	10	0.303	0.227	0.205	2.184	0.39768	40	0.3702393	2.821289	-999.25	-999.25
4841.5	-37.8022	54.1453	10.1042	10	0.264	0.2262	0.2037	2.1532	0.376413	40	0.3662428	2.761835	-999.25	-999.25
4842	-38.688	48.857	10.09	10	0.214	0.222	0.202	2.124	0.36218	40	0.3641353	2.710406	-999.25	-999.25
4842.5	-43.49	45.2368	10.0593	10	0.1687	0.2138	0.1995	2.0978	0.385677	40	0.3929206	2.743607	-999.25	-999.25
4843	-45.625	45.021	10.016	10	0.157	0.208	0.197	2.087	0.37561	40	0.387194	2.710624	-999.25	-999.25
4843.5	-49.3025	44.6238	9.983	10	0.1618	0.2012	0.1937	2.0895	0.38822	40	0.3937033	2.732039	-999.25	-999.25
4844	-49.875	43.288	10.043	10	0.161	0.197	0.192	2.092	0.35742	40	0.3686579	2.671256	-999.25	-999.25
4844.5	-50.8333	43.5888	10.057	10	0.1638	0.1947	0.1877	2.1037	0.372312	40	0.3702936	2.693917	-999.25	-999.25
4845	-51.25	47.043	10.032	10	0.173	0.193	0.186	2.107	0.37757	40	0.3811492	2.72721	-999.25	-999.25
4845.5	-50.948	47.2672	9.8408	10	0.1865	0.193	0.1862	2.1125	0.407	40	0.3915044	2.76394	-999.25	-999.25
4846	-51.313	48.388	9.67	10	0.194	0.193	0.187	2.105	0.40995	40	0.3922163	2.753549	-999.25	-999.25
4846.5	-50.2917	45.2363	10.0233	10	0.1877	0.1935	0.1908	2.0938	0.388447	40	0.3932359	2.737869	-999.25	-999.25
4847	-51.125	45.668	10.085	10	0.181	0.196	0.195	2.088	0.37253	40	0.3814269	2.697224	-999.25	-999.25
4847.5	-49.9692	44.6675	10.0365	10	0.1715	0.2023	0.2025	2.0885	0.378957	40	0.3884227	2.716312	-999.25	-999.25
4848	-48.875	47.69	9.969	10	0.169	0.209	0.21	2.101	0.38949	40	0.3925572	2.747892	-999.25	-999.25
4848.5	-45.7605	54.0375	9.9465	10	0.18	0.226	0.2233	2.1438	0.387833	40	0.3816514	2.788044	-999.25	-999.25
4849	-42.063	58.58	9.994	10	0.22	0.241	0.235	2.183	0.3948	40	0.3704283	2.820217	-999.25	-999.25
4849.5	-35.99	63.3623	10.0015	10	0.3358	0.268	0.25	2.2293	0.370893	40	0.3357046	2.799997	-999.25	-999.25
4850	-30	63.964	10.004	10	0.405	0.288	0.26	2.246	0.37236	40	0.336085	2.826125	-999.25	-999.25
4850.5	-25.1458	65.5067	10.0073	10	0.4375	0.309	0.2758	2.2293	0.370903	40	0.335708	2.800005	-999.25	-999.25
4851	-25.875	63.71	9.979	10	0.425	0.319	0.285	2.206	0.38097	40	0.3554196	2.815845	-999.25	-999.25
4851.5	-28.3958	67.4342	10.0425	10	0.353	0.3237	0.2947	2.183	0.380783	40	0.3637789	2.802239	-999.25	-999.25
4852	-29.75	66.355	10.075	10	0.333	0.322	0.298	2.183	0.3847	40	0.3654286	2.806664	-999.25	-999.25
4852.5	-28.7088	63.978	10.0437	10	0.3448	0.317	0.2973	2.194	0.390808	40	0.3690099	2.833783	-999.25	-999.25
4853	-26.313	63.978	9.937	10	0.364	0.312	0.294	2.189	0.39805	40	0.3694644	2.827103	-999.25	-999.25
4853.5	-29.438	62.6142	9.9203	10	0.354	0.3032	0.284	2.1462	0.39724	40	0.3815613	2.791679	-999.25	-999.25
4854	-32.563	63.37	9.927	10	0.334	0.294	0.274	2.102	0.39184	40	0.3924223	2.749172	-999.25	-999.25
4854.5	-38.8855	55.199	9.9927	10	0.2753	0.2772	0.2578	2.0757	0.374565	40	0.3825103	2.680107	-999.25	-999.25
4855	-42.688	52.549	10.026	10	0.222	0.263	0.247	2.069	0.35754	40	0.3846076	2.674605	-999.25	-999.25
4855.5	-45.9272	47.2558	9.9878	10	0.1625	0.2432	0.2342	2.0713	0.385453	40	0.3968291	2.710323	-999.25	-999.25
4856	-48.063	45.555	9.957	10	0.155	0.229	0.225	2.063	0.40217	40	0.4050024	2.718494	-999.25	-999.25
4856.5	-48.6672	45.0792	9.9727	10	0.1715	0.2132	0.211	2.0465	0.407405	40	0.4068642	2.695756	-999.25	-999.25
4857	-48.563	43.835	9.981	10	0.174	0.204	0.201	2.044	0.38428	40	0.4067769	2.691307	-999.25	-999.25
